STATE,ST_CASE,VEH_NO,PER_NO,NMIMPAIR,YEAR
Texas,481811.0,0.0,1.0,None/Apparently Normal,2016
Texas,481813.0,0.0,1.0,None/Apparently Normal,2016
Texas,481814.0,0.0,1.0,None/Apparently Normal,2016
Texas,481819.0,0.0,1.0,None/Apparently Normal,2016
Texas,481820.0,0.0,1.0,None/Apparently Normal,2016
Texas,481824.0,0.0,1.0,None/Apparently Normal,2016
Texas,481825.0,0.0,1.0,None/Apparently Normal,2016
Texas,481828.0,0.0,1.0,None/Apparently Normal,2016
Texas,481832.0,0.0,1.0,None/Apparently Normal,2016
Texas,481838.0,0.0,1.0,None/Apparently Normal,2016
Texas,481840.0,0.0,1.0,None/Apparently Normal,2016
Texas,481847.0,0.0,1.0,None/Apparently Normal,2016
Texas,481847.0,0.0,2.0,None/Apparently Normal,2016
Texas,481847.0,0.0,3.0,None/Apparently Normal,2016
Texas,481848.0,0.0,1.0,None/Apparently Normal,2016
Texas,481853.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,481856.0,0.0,1.0,None/Apparently Normal,2016
Texas,481860.0,0.0,1.0,None/Apparently Normal,2016
Texas,481863.0,0.0,1.0,None/Apparently Normal,2016
Texas,481865.0,0.0,1.0,None/Apparently Normal,2016
Texas,481868.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,481869.0,0.0,1.0,None/Apparently Normal,2016
Texas,481870.0,0.0,1.0,None/Apparently Normal,2016
Texas,481872.0,0.0,1.0,None/Apparently Normal,2016
Texas,481873.0,0.0,1.0,None/Apparently Normal,2016
Texas,481875.0,0.0,1.0,None/Apparently Normal,2016
Texas,481875.0,0.0,2.0,None/Apparently Normal,2016
Texas,481892.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,481893.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,481898.0,0.0,1.0,None/Apparently Normal,2016
Texas,481908.0,0.0,1.0,None/Apparently Normal,2016
Texas,481912.0,0.0,1.0,None/Apparently Normal,2016
Texas,481924.0,0.0,1.0,None/Apparently Normal,2016
Texas,481924.0,0.0,2.0,None/Apparently Normal,2016
Texas,481928.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,481931.0,0.0,1.0,None/Apparently Normal,2016
Texas,481938.0,0.0,1.0,None/Apparently Normal,2016
Texas,481938.0,0.0,2.0,None/Apparently Normal,2016
Texas,481952.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,481954.0,0.0,1.0,None/Apparently Normal,2016
Texas,481958.0,0.0,1.0,None/Apparently Normal,2016
Texas,481960.0,0.0,1.0,None/Apparently Normal,2016
Texas,481976.0,0.0,1.0,None/Apparently Normal,2016
Texas,481978.0,0.0,1.0,None/Apparently Normal,2016
Texas,481982.0,0.0,1.0,None/Apparently Normal,2016
Texas,481984.0,0.0,1.0,None/Apparently Normal,2016
Texas,481991.0,0.0,1.0,None/Apparently Normal,2016
Texas,481993.0,0.0,1.0,None/Apparently Normal,2016
Texas,481998.0,0.0,1.0,None/Apparently Normal,2016
Texas,482000.0,0.0,1.0,None/Apparently Normal,2016
Texas,482004.0,0.0,1.0,None/Apparently Normal,2016
Texas,482024.0,0.0,1.0,None/Apparently Normal,2016
Texas,482026.0,0.0,1.0,"Emotional (depressed, angry, disturbed, etc)",2016
Texas,482028.0,0.0,1.0,None/Apparently Normal,2016
Texas,482030.0,0.0,1.0,None/Apparently Normal,2016
Texas,482035.0,0.0,1.0,Impaired Due to Previous Injury,2016
Texas,482036.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482038.0,0.0,1.0,None/Apparently Normal,2016
Texas,482047.0,0.0,1.0,None/Apparently Normal,2016
Texas,482050.0,0.0,1.0,None/Apparently Normal,2016
Texas,482052.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482057.0,0.0,1.0,None/Apparently Normal,2016
Texas,482061.0,0.0,1.0,None/Apparently Normal,2016
Texas,482065.0,0.0,1.0,None/Apparently Normal,2016
Texas,482069.0,0.0,1.0,None/Apparently Normal,2016
Texas,482070.0,0.0,1.0,None/Apparently Normal,2016
Texas,482073.0,0.0,1.0,None/Apparently Normal,2016
Texas,482074.0,0.0,1.0,None/Apparently Normal,2016
Texas,482075.0,0.0,1.0,None/Apparently Normal,2016
Texas,482076.0,0.0,1.0,None/Apparently Normal,2016
Texas,482080.0,0.0,1.0,None/Apparently Normal,2016
Texas,482089.0,0.0,1.0,None/Apparently Normal,2016
Texas,482090.0,0.0,1.0,None/Apparently Normal,2016
Texas,482093.0,0.0,1.0,None/Apparently Normal,2016
Texas,482097.0,0.0,1.0,None/Apparently Normal,2016
Texas,482098.0,0.0,1.0,None/Apparently Normal,2016
Texas,482108.0,0.0,1.0,None/Apparently Normal,2016
Texas,482111.0,0.0,1.0,None/Apparently Normal,2016
Texas,482115.0,0.0,1.0,None/Apparently Normal,2016
Texas,482116.0,0.0,1.0,None/Apparently Normal,2016
Texas,482118.0,0.0,1.0,None/Apparently Normal,2016
Texas,482120.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482122.0,0.0,1.0,None/Apparently Normal,2016
Texas,482128.0,0.0,1.0,None/Apparently Normal,2016
Texas,482131.0,0.0,1.0,None/Apparently Normal,2016
Texas,482132.0,0.0,1.0,None/Apparently Normal,2016
Texas,482135.0,0.0,1.0,None/Apparently Normal,2016
Texas,482138.0,0.0,1.0,None/Apparently Normal,2016
Texas,482138.0,0.0,2.0,None/Apparently Normal,2016
Texas,482139.0,0.0,1.0,None/Apparently Normal,2016
Texas,482147.0,0.0,1.0,None/Apparently Normal,2016
Texas,482153.0,0.0,1.0,None/Apparently Normal,2016
Texas,482158.0,0.0,1.0,None/Apparently Normal,2016
Texas,482158.0,0.0,2.0,None/Apparently Normal,2016
Texas,482160.0,0.0,1.0,None/Apparently Normal,2016
Texas,482161.0,0.0,1.0,None/Apparently Normal,2016
Texas,482170.0,0.0,1.0,None/Apparently Normal,2016
Texas,482178.0,0.0,1.0,None/Apparently Normal,2016
Texas,482181.0,0.0,1.0,None/Apparently Normal,2016
Texas,482190.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482196.0,0.0,1.0,None/Apparently Normal,2016
Texas,482202.0,0.0,1.0,None/Apparently Normal,2016
Texas,482209.0,0.0,1.0,None/Apparently Normal,2016
Texas,482214.0,0.0,1.0,"Ill, Blackout",2016
Texas,482217.0,0.0,1.0,None/Apparently Normal,2016
Texas,482218.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482223.0,0.0,1.0,None/Apparently Normal,2016
Texas,482225.0,0.0,1.0,None/Apparently Normal,2016
Texas,482225.0,0.0,2.0,None/Apparently Normal,2016
Texas,482227.0,0.0,1.0,None/Apparently Normal,2016
Texas,482230.0,0.0,1.0,None/Apparently Normal,2016
Texas,482241.0,0.0,1.0,None/Apparently Normal,2016
Texas,482243.0,0.0,1.0,None/Apparently Normal,2016
Texas,482244.0,0.0,1.0,None/Apparently Normal,2016
Texas,482244.0,0.0,2.0,None/Apparently Normal,2016
Texas,482245.0,0.0,1.0,None/Apparently Normal,2016
Texas,482246.0,0.0,1.0,None/Apparently Normal,2016
Texas,482253.0,0.0,1.0,None/Apparently Normal,2016
Texas,482262.0,0.0,1.0,None/Apparently Normal,2016
Texas,482264.0,0.0,1.0,None/Apparently Normal,2016
Texas,482265.0,0.0,1.0,None/Apparently Normal,2016
Texas,482265.0,0.0,2.0,None/Apparently Normal,2016
Texas,482266.0,0.0,1.0,None/Apparently Normal,2016
Texas,482273.0,0.0,1.0,None/Apparently Normal,2016
Texas,482273.0,0.0,2.0,None/Apparently Normal,2016
Texas,482280.0,0.0,1.0,None/Apparently Normal,2016
Texas,482281.0,0.0,1.0,None/Apparently Normal,2016
Texas,482282.0,0.0,1.0,None/Apparently Normal,2016
Texas,482294.0,0.0,1.0,None/Apparently Normal,2016
Texas,482309.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482313.0,0.0,1.0,None/Apparently Normal,2016
Texas,482326.0,0.0,1.0,None/Apparently Normal,2016
Texas,482336.0,0.0,1.0,None/Apparently Normal,2016
Texas,482349.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482354.0,0.0,1.0,None/Apparently Normal,2016
Texas,482364.0,0.0,1.0,None/Apparently Normal,2016
Texas,482366.0,0.0,1.0,None/Apparently Normal,2016
Texas,482370.0,0.0,1.0,None/Apparently Normal,2016
Texas,482371.0,0.0,1.0,"Ill, Blackout",2016
Texas,482372.0,0.0,1.0,None/Apparently Normal,2016
Texas,482374.0,0.0,1.0,None/Apparently Normal,2016
Texas,482376.0,0.0,1.0,None/Apparently Normal,2016
Texas,482377.0,0.0,1.0,"Ill, Blackout",2016
Texas,482377.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482378.0,0.0,1.0,None/Apparently Normal,2016
Texas,482382.0,0.0,1.0,None/Apparently Normal,2016
Texas,482388.0,0.0,1.0,None/Apparently Normal,2016
Texas,482395.0,0.0,1.0,None/Apparently Normal,2016
Texas,482402.0,0.0,1.0,None/Apparently Normal,2016
Texas,482402.0,0.0,2.0,None/Apparently Normal,2016
Texas,482422.0,0.0,1.0,None/Apparently Normal,2016
Texas,482424.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482425.0,0.0,1.0,None/Apparently Normal,2016
Texas,482427.0,0.0,1.0,None/Apparently Normal,2016
Texas,482438.0,0.0,1.0,None/Apparently Normal,2016
Texas,482439.0,0.0,1.0,None/Apparently Normal,2016
Texas,482440.0,0.0,1.0,None/Apparently Normal,2016
Texas,482442.0,0.0,1.0,None/Apparently Normal,2016
Texas,482443.0,0.0,1.0,None/Apparently Normal,2016
Texas,482445.0,0.0,1.0,None/Apparently Normal,2016
Texas,482448.0,0.0,1.0,None/Apparently Normal,2016
Texas,482456.0,0.0,1.0,None/Apparently Normal,2016
Texas,482464.0,0.0,1.0,None/Apparently Normal,2016
Texas,482467.0,0.0,1.0,None/Apparently Normal,2016
Texas,482471.0,0.0,1.0,None/Apparently Normal,2016
Texas,482471.0,0.0,2.0,None/Apparently Normal,2016
Texas,482471.0,0.0,3.0,None/Apparently Normal,2016
Texas,482480.0,0.0,1.0,None/Apparently Normal,2016
Texas,482483.0,0.0,1.0,None/Apparently Normal,2016
Texas,482485.0,0.0,1.0,None/Apparently Normal,2016
Texas,482491.0,0.0,1.0,None/Apparently Normal,2016
Texas,482496.0,0.0,1.0,None/Apparently Normal,2016
Texas,482497.0,0.0,1.0,None/Apparently Normal,2016
Texas,482498.0,0.0,1.0,None/Apparently Normal,2016
Texas,482498.0,0.0,2.0,None/Apparently Normal,2016
Texas,482500.0,0.0,1.0,None/Apparently Normal,2016
Texas,482503.0,0.0,1.0,None/Apparently Normal,2016
Texas,482514.0,0.0,1.0,None/Apparently Normal,2016
Texas,482516.0,0.0,1.0,None/Apparently Normal,2016
Texas,482519.0,0.0,1.0,None/Apparently Normal,2016
Texas,482520.0,0.0,1.0,None/Apparently Normal,2016
Texas,482524.0,0.0,1.0,None/Apparently Normal,2016
Texas,482525.0,0.0,1.0,None/Apparently Normal,2016
Texas,482525.0,0.0,2.0,None/Apparently Normal,2016
Texas,482526.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482527.0,0.0,1.0,None/Apparently Normal,2016
Texas,482532.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482537.0,0.0,1.0,None/Apparently Normal,2016
Texas,482537.0,0.0,2.0,None/Apparently Normal,2016
Texas,482544.0,0.0,1.0,None/Apparently Normal,2016
Texas,482554.0,0.0,1.0,None/Apparently Normal,2016
Texas,482556.0,0.0,1.0,None/Apparently Normal,2016
Texas,482557.0,0.0,1.0,None/Apparently Normal,2016
Texas,482559.0,0.0,1.0,None/Apparently Normal,2016
Texas,482560.0,0.0,1.0,None/Apparently Normal,2016
Texas,482575.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482583.0,0.0,1.0,None/Apparently Normal,2016
Texas,482584.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482590.0,0.0,1.0,None/Apparently Normal,2016
Texas,482590.0,0.0,2.0,None/Apparently Normal,2016
Texas,482593.0,0.0,1.0,None/Apparently Normal,2016
Texas,482594.0,0.0,1.0,None/Apparently Normal,2016
Texas,482600.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482601.0,0.0,1.0,None/Apparently Normal,2016
Texas,482603.0,0.0,1.0,None/Apparently Normal,2016
Texas,482606.0,0.0,1.0,None/Apparently Normal,2016
Texas,482609.0,0.0,1.0,None/Apparently Normal,2016
Texas,482611.0,0.0,1.0,None/Apparently Normal,2016
Texas,482612.0,0.0,1.0,None/Apparently Normal,2016
Texas,482623.0,0.0,1.0,None/Apparently Normal,2016
Texas,482627.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482635.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482638.0,0.0,1.0,None/Apparently Normal,2016
Texas,482645.0,0.0,1.0,None/Apparently Normal,2016
Texas,482661.0,0.0,1.0,None/Apparently Normal,2016
Texas,482666.0,0.0,1.0,None/Apparently Normal,2016
Texas,482675.0,0.0,1.0,None/Apparently Normal,2016
Texas,482679.0,0.0,1.0,None/Apparently Normal,2016
Texas,482691.0,0.0,1.0,None/Apparently Normal,2016
Texas,482692.0,0.0,1.0,None/Apparently Normal,2016
Texas,482693.0,0.0,1.0,None/Apparently Normal,2016
Texas,482696.0,0.0,1.0,None/Apparently Normal,2016
Texas,482697.0,0.0,1.0,None/Apparently Normal,2016
Texas,482698.0,0.0,1.0,None/Apparently Normal,2016
Texas,482704.0,0.0,1.0,None/Apparently Normal,2016
Texas,482712.0,0.0,1.0,None/Apparently Normal,2016
Texas,482720.0,0.0,1.0,None/Apparently Normal,2016
Texas,482721.0,0.0,1.0,None/Apparently Normal,2016
Texas,482721.0,0.0,2.0,None/Apparently Normal,2016
Texas,482728.0,0.0,1.0,None/Apparently Normal,2016
Texas,482733.0,0.0,1.0,None/Apparently Normal,2016
Texas,482736.0,0.0,1.0,None/Apparently Normal,2016
Texas,482738.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482744.0,0.0,1.0,None/Apparently Normal,2016
Texas,482749.0,0.0,1.0,None/Apparently Normal,2016
Texas,482752.0,0.0,1.0,None/Apparently Normal,2016
Texas,482759.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482764.0,0.0,1.0,None/Apparently Normal,2016
Texas,482768.0,0.0,1.0,None/Apparently Normal,2016
Texas,482768.0,0.0,2.0,None/Apparently Normal,2016
Texas,482777.0,0.0,1.0,None/Apparently Normal,2016
Texas,482785.0,0.0,1.0,None/Apparently Normal,2016
Texas,482794.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482805.0,0.0,1.0,None/Apparently Normal,2016
Texas,482820.0,0.0,1.0,None/Apparently Normal,2016
Texas,482826.0,0.0,1.0,None/Apparently Normal,2016
Texas,482831.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482840.0,0.0,1.0,None/Apparently Normal,2016
Texas,482844.0,0.0,1.0,Impaired Due to Previous Injury,2016
Texas,482849.0,0.0,1.0,None/Apparently Normal,2016
Texas,482849.0,0.0,2.0,None/Apparently Normal,2016
Texas,482856.0,0.0,1.0,"Emotional (depressed, angry, disturbed, etc)",2016
Texas,482858.0,0.0,1.0,None/Apparently Normal,2016
Texas,482860.0,0.0,1.0,None/Apparently Normal,2016
Texas,482862.0,0.0,1.0,None/Apparently Normal,2016
Texas,482865.0,0.0,1.0,None/Apparently Normal,2016
Texas,482866.0,0.0,1.0,None/Apparently Normal,2016
Texas,482872.0,0.0,1.0,None/Apparently Normal,2016
Texas,482873.0,0.0,1.0,None/Apparently Normal,2016
Texas,482874.0,0.0,1.0,None/Apparently Normal,2016
Texas,482877.0,0.0,1.0,None/Apparently Normal,2016
Texas,482877.0,0.0,2.0,None/Apparently Normal,2016
Texas,482877.0,0.0,3.0,None/Apparently Normal,2016
Texas,482884.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482886.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482890.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,482890.0,0.0,2.0,None/Apparently Normal,2016
Texas,482893.0,0.0,1.0,None/Apparently Normal,2016
Texas,482894.0,0.0,1.0,None/Apparently Normal,2016
Texas,482894.0,0.0,2.0,None/Apparently Normal,2016
Texas,482902.0,0.0,1.0,None/Apparently Normal,2016
Texas,482905.0,0.0,1.0,None/Apparently Normal,2016
Texas,482912.0,0.0,1.0,"Walking with a Cane or Crutches, etc.",2016
Texas,482917.0,0.0,1.0,None/Apparently Normal,2016
Texas,482923.0,0.0,1.0,None/Apparently Normal,2016
Texas,482931.0,0.0,1.0,None/Apparently Normal,2016
Texas,482936.0,0.0,1.0,None/Apparently Normal,2016
Texas,482938.0,0.0,1.0,None/Apparently Normal,2016
Texas,482943.0,0.0,1.0,None/Apparently Normal,2016
Texas,482951.0,0.0,1.0,None/Apparently Normal,2016
Texas,482952.0,0.0,1.0,None/Apparently Normal,2016
Texas,482963.0,0.0,1.0,None/Apparently Normal,2016
Texas,482971.0,0.0,1.0,None/Apparently Normal,2016
Texas,482972.0,0.0,1.0,None/Apparently Normal,2016
Texas,482979.0,0.0,1.0,None/Apparently Normal,2016
Texas,482981.0,0.0,1.0,None/Apparently Normal,2016
Texas,482982.0,0.0,1.0,None/Apparently Normal,2016
Texas,482983.0,0.0,1.0,None/Apparently Normal,2016
Texas,482986.0,0.0,1.0,None/Apparently Normal,2016
Texas,482991.0,0.0,1.0,None/Apparently Normal,2016
Texas,483003.0,0.0,1.0,None/Apparently Normal,2016
Texas,483004.0,0.0,1.0,None/Apparently Normal,2016
Texas,483006.0,0.0,1.0,None/Apparently Normal,2016
Texas,483006.0,0.0,2.0,None/Apparently Normal,2016
Texas,483010.0,0.0,1.0,None/Apparently Normal,2016
Texas,483016.0,0.0,1.0,None/Apparently Normal,2016
Texas,483023.0,0.0,1.0,None/Apparently Normal,2016
Texas,483025.0,0.0,1.0,None/Apparently Normal,2016
Texas,483041.0,0.0,1.0,None/Apparently Normal,2016
Texas,483043.0,0.0,1.0,Unknown if Impaired,2016
Texas,483048.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,483052.0,0.0,1.0,None/Apparently Normal,2016
Texas,483059.0,0.0,1.0,None/Apparently Normal,2016
Texas,483065.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,483067.0,0.0,1.0,None/Apparently Normal,2016
Texas,483068.0,0.0,1.0,None/Apparently Normal,2016
Texas,483074.0,0.0,1.0,None/Apparently Normal,2016
Texas,483075.0,0.0,1.0,None/Apparently Normal,2016
Texas,483079.0,0.0,1.0,None/Apparently Normal,2016
Texas,483080.0,0.0,1.0,None/Apparently Normal,2016
Texas,483087.0,0.0,1.0,None/Apparently Normal,2016
Texas,483091.0,0.0,1.0,None/Apparently Normal,2016
Texas,483092.0,0.0,1.0,None/Apparently Normal,2016
Texas,483093.0,0.0,1.0,None/Apparently Normal,2016
Texas,483096.0,0.0,1.0,None/Apparently Normal,2016
Texas,483097.0,0.0,1.0,None/Apparently Normal,2016
Texas,483104.0,0.0,1.0,None/Apparently Normal,2016
Texas,483111.0,0.0,1.0,None/Apparently Normal,2016
Texas,483119.0,0.0,1.0,None/Apparently Normal,2016
Texas,483123.0,0.0,1.0,None/Apparently Normal,2016
Texas,483126.0,0.0,1.0,None/Apparently Normal,2016
Texas,483129.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,483133.0,0.0,1.0,None/Apparently Normal,2016
Texas,483135.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,483143.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,483150.0,0.0,1.0,None/Apparently Normal,2016
Texas,483152.0,0.0,1.0,None/Apparently Normal,2016
Texas,483154.0,0.0,1.0,None/Apparently Normal,2016
Texas,483163.0,0.0,1.0,None/Apparently Normal,2016
Texas,483174.0,0.0,1.0,None/Apparently Normal,2016
Texas,483176.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,483178.0,0.0,1.0,None/Apparently Normal,2016
Texas,483180.0,0.0,1.0,None/Apparently Normal,2016
Texas,483181.0,0.0,1.0,None/Apparently Normal,2016
Texas,483184.0,0.0,1.0,None/Apparently Normal,2016
Texas,483185.0,0.0,1.0,None/Apparently Normal,2016
Texas,483185.0,0.0,2.0,None/Apparently Normal,2016
Texas,483186.0,0.0,1.0,None/Apparently Normal,2016
Texas,483188.0,0.0,1.0,None/Apparently Normal,2016
Texas,483192.0,0.0,1.0,None/Apparently Normal,2016
Texas,483195.0,0.0,1.0,None/Apparently Normal,2016
Texas,483196.0,0.0,1.0,None/Apparently Normal,2016
Texas,483198.0,0.0,1.0,None/Apparently Normal,2016
Texas,483205.0,0.0,1.0,None/Apparently Normal,2016
Texas,483211.0,0.0,1.0,Not Reported,2016
Texas,483233.0,0.0,1.0,None/Apparently Normal,2016
Texas,483236.0,0.0,1.0,None/Apparently Normal,2016
Texas,483237.0,0.0,1.0,None/Apparently Normal,2016
Texas,483237.0,0.0,2.0,None/Apparently Normal,2016
Texas,483237.0,0.0,3.0,None/Apparently Normal,2016
Texas,483237.0,0.0,4.0,None/Apparently Normal,2016
Texas,483247.0,0.0,1.0,None/Apparently Normal,2016
Texas,483249.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,483255.0,0.0,1.0,None/Apparently Normal,2016
Texas,483258.0,0.0,1.0,None/Apparently Normal,2016
Texas,483260.0,0.0,1.0,None/Apparently Normal,2016
Texas,483274.0,0.0,1.0,None/Apparently Normal,2016
Texas,483275.0,0.0,1.0,None/Apparently Normal,2016
Texas,483278.0,0.0,1.0,None/Apparently Normal,2016
Texas,483289.0,0.0,1.0,None/Apparently Normal,2016
Texas,483305.0,0.0,1.0,None/Apparently Normal,2016
Texas,483307.0,0.0,1.0,None/Apparently Normal,2016
Texas,483313.0,0.0,1.0,None/Apparently Normal,2016
Texas,483319.0,0.0,1.0,None/Apparently Normal,2016
Texas,483322.0,0.0,1.0,None/Apparently Normal,2016
Texas,483328.0,0.0,1.0,None/Apparently Normal,2016
Texas,483329.0,0.0,1.0,None/Apparently Normal,2016
Texas,483333.0,0.0,1.0,None/Apparently Normal,2016
Texas,483335.0,0.0,1.0,None/Apparently Normal,2016
Texas,483344.0,0.0,1.0,None/Apparently Normal,2016
Texas,483348.0,0.0,1.0,None/Apparently Normal,2016
Texas,483348.0,0.0,2.0,None/Apparently Normal,2016
Texas,483348.0,0.0,3.0,None/Apparently Normal,2016
Texas,483350.0,0.0,1.0,None/Apparently Normal,2016
Texas,483351.0,0.0,1.0,None/Apparently Normal,2016
Texas,483352.0,0.0,1.0,None/Apparently Normal,2016
Texas,483353.0,0.0,1.0,None/Apparently Normal,2016
Texas,483355.0,0.0,1.0,None/Apparently Normal,2016
Texas,483358.0,0.0,1.0,None/Apparently Normal,2016
Texas,483364.0,0.0,1.0,None/Apparently Normal,2016
Texas,483366.0,0.0,1.0,None/Apparently Normal,2016
Texas,483370.0,0.0,1.0,"Ill, Blackout",2016
Texas,483373.0,0.0,1.0,None/Apparently Normal,2016
Texas,483374.0,0.0,1.0,None/Apparently Normal,2016
Texas,483375.0,0.0,1.0,None/Apparently Normal,2016
Texas,483387.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2016
Texas,483390.0,0.0,1.0,None/Apparently Normal,2016
Texas,483391.0,0.0,1.0,None/Apparently Normal,2016
Texas,483394.0,0.0,1.0,None/Apparently Normal,2016
Texas,483396.0,0.0,1.0,None/Apparently Normal,2016
Texas,483418.0,0.0,1.0,None/Apparently Normal,2016
Texas,483419.0,0.0,1.0,None/Apparently Normal,2016
Texas,483420.0,0.0,1.0,None/Apparently Normal,2016
Texas,483426.0,0.0,1.0,None/Apparently Normal,2016
Texas,483435.0,0.0,1.0,None/Apparently Normal,2016
Texas,483442.0,0.0,1.0,None/Apparently Normal,2016
Texas,483446.0,0.0,1.0,None/Apparently Normal,2016
Texas,483447.0,0.0,1.0,None/Apparently Normal,2016
Texas,483451.0,0.0,1.0,None/Apparently Normal,2016
Texas,483453.0,0.0,1.0,None/Apparently Normal,2016
Texas,483453.0,0.0,2.0,None/Apparently Normal,2016
Texas,483457.0,0.0,1.0,None/Apparently Normal,2016
Texas,483458.0,0.0,1.0,None/Apparently Normal,2016
Texas,483461.0,0.0,1.0,None/Apparently Normal,2016
Texas,483468.0,0.0,1.0,None/Apparently Normal,2016
Texas,483472.0,0.0,1.0,None/Apparently Normal,2016
Texas,483478.0,0.0,1.0,"Ill, Blackout",2016
Texas,483479.0,0.0,1.0,None/Apparently Normal,2016
Texas,483480.0,0.0,1.0,None/Apparently Normal,2016
Texas,483481.0,0.0,1.0,None/Apparently Normal,2016
Texas,483482.0,0.0,1.0,None/Apparently Normal,2016
Texas,483489.0,0.0,1.0,None/Apparently Normal,2016
Texas,483491.0,0.0,1.0,None/Apparently Normal,2016
Texas,483491.0,0.0,2.0,None/Apparently Normal,2016
Texas,483492.0,0.0,1.0,None/Apparently Normal,2016
Texas,483496.0,0.0,1.0,None/Apparently Normal,2016
Texas,483497.0,0.0,1.0,None/Apparently Normal,2016
Texas,483500.0,0.0,1.0,None/Apparently Normal,2016
Texas,483511.0,0.0,1.0,None/Apparently Normal,2016
Texas,483515.0,0.0,1.0,None/Apparently Normal,2016
Texas,483516.0,0.0,1.0,None/Apparently Normal,2016
Texas,483516.0,0.0,2.0,None/Apparently Normal,2016
Texas,483518.0,0.0,1.0,None/Apparently Normal,2016
Texas,480013.0,0.0,1.0,Not Reported,2017
Texas,480017.0,0.0,1.0,Not Reported,2017
Texas,480019.0,0.0,1.0,Not Reported,2017
Texas,480021.0,0.0,1.0,Not Reported,2017
Texas,480025.0,0.0,1.0,Not Reported,2017
Texas,480037.0,0.0,1.0,Not Reported,2017
Texas,480041.0,0.0,1.0,Not Reported,2017
Texas,480044.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2017
Texas,480049.0,0.0,1.0,Not Reported,2017
Texas,480053.0,0.0,1.0,Not Reported,2017
Texas,480056.0,0.0,1.0,Not Reported,2017
Texas,480057.0,0.0,1.0,Not Reported,2017
Texas,480058.0,0.0,1.0,Not Reported,2017
Texas,480061.0,0.0,1.0,Not Reported,2017
Texas,480063.0,0.0,1.0,Not Reported,2017
Texas,480072.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2017
Texas,480078.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2017
Texas,480081.0,0.0,1.0,Blind,2017
Texas,480093.0,0.0,1.0,Not Reported,2017
Texas,480094.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2017
Texas,480096.0,0.0,1.0,Not Reported,2017
Texas,480101.0,0.0,1.0,Not Reported,2017
Texas,480113.0,0.0,1.0,Not Reported,2017
Texas,480120.0,0.0,1.0,Not Reported,2017
Texas,480125.0,0.0,1.0,Not Reported,2017
Texas,480132.0,0.0,1.0,Not Reported,2017
