STATE,ST_CASE,VEH_NO,PER_NO,PBPTYPE,PBAGE,PBSEX,PBCWALK,PBSWALK,PBSZONE,PEDCTYPE,BIKECTYPE,PEDLOC,BIKELOC,PEDPOS,BIKEPOS,PEDDIR,BIKEDIR,MOTDIR,MOTMAN,PEDLEG,PEDSNR,PEDCGP,BIKECGP,YEAR
Texas,480140.0,0.0,1.0,Pedestrian,Unknown,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2017
Texas,480148.0,0.0,1.0,Pedestrian,31 Years,Female,None Noted,None Noted,None Noted,At Intersection - Other / Unknown,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,Unknown Initial Direction of Travel,Not Applicable,Not Applicable,Unknown/Insufficient Information,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480151.0,0.0,1.0,Pedestrian,29 Years,Male,None Noted,None Noted,None Noted,Non-Trafficway - Other / Unknown,Not a Cyclist,Non-Trafficway Location,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Non-Trafficway,Not a Cyclist,2017
Texas,480155.0,0.0,1.0,Pedestrian,52 Years,Male,Yes,Yes,None Noted,Walking in Roadway,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Southbound,Not a Cyclist,Eastbound,Straight through,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorist’s left",Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2017
Texas,480157.0,0.0,1.0,Pedestrian,5 Years,Female,None Noted,None Noted,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2017
Texas,480158.0,0.0,1.0,Bicyclist,19 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Wrong-Way / Wrong-Side - Motorist,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Wrong-Way / Wrong-Side,2017
Texas,480160.0,0.0,1.0,Bicyclist,58 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Unknown Approach Paths,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Other / Unknown - Insufficient Details,2017
Texas,480161.0,0.0,1.0,Pedestrian,57 Years,Female,None Noted,Yes,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480163.0,0.0,1.0,Pedestrian,23 Years,Male,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480166.0,0.0,1.0,Pedestrian,51 Years,Male,Yes,Yes,None Noted,Pedestrian Failed to Yield,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,Northbound,Straight through,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s right",Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480168.0,0.0,1.0,Pedestrian,48 Years,Male,None Noted,Yes,None Noted,Driverless Vehicle,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2017
Texas,480170.0,0.0,1.0,Pedestrian,26 Years,Male,None Noted,None Noted,None Noted,Vehicle-Vehicle / Object,Not a Cyclist,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2017
Texas,480172.0,0.0,1.0,Pedestrian,61 Years,Female,None Noted,Yes,None Noted,Motorist Left Turn - Parallel Paths,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,Westbound,Left Turn,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction same as motorist’s",Crossing Roadway - Vehicle Turning,Not a Cyclist,2017
Texas,480174.0,0.0,1.0,Pedestrian,54 Years,Female,None Noted,None Noted,None Noted,At Intersection - Other / Unknown,Not a Cyclist,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,Northbound,Straight through,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, other",Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480177.0,0.0,1.0,Pedestrian,89 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2017
Texas,480179.0,0.0,1.0,Pedestrian,59 Years,Male,None Noted,None Noted,None Noted,Dash,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Eastbound,Not a Cyclist,Westbound,Left Turn,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, approach direction opposite motorist’s",Dash / Dart-Out,Not a Cyclist,2017
Texas,480183.0,0.0,1.0,Pedestrian,56 Years,Female,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480195.0,0.0,1.0,Pedestrian,21 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2017
Texas,480197.0,0.0,1.0,Pedestrian,54 Years,Male,None Noted,Yes,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480207.0,0.0,1.0,Person on Personal Conveyances,24 Years,Male,None Noted,None Noted,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2017
Texas,480212.0,0.0,1.0,Pedestrian,86 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2017
Texas,480214.0,0.0,1.0,Pedestrian,82 Years,Male,None Noted,Yes,None Noted,Motorist Left Turn - Parallel Paths,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,Southbound,Left Turn,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction opposite motorist’s",Crossing Roadway - Vehicle Turning,Not a Cyclist,2017
Texas,480223.0,0.0,1.0,Pedestrian,57 Years,Male,None Noted,None Noted,None Noted,Dash,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Dash / Dart-Out,Not a Cyclist,2017
Texas,480224.0,0.0,1.0,Pedestrian,74 Years,Male,Yes,Yes,None Noted,Motorist Right Turn - Parallel Paths,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,Northbound,Right Turn,Farside,"Motorist turning right - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction unknown",Crossing Roadway - Vehicle Turning,Not a Cyclist,2017
Texas,480226.0,0.0,1.0,Pedestrian,34 Years,Male,None Noted,None Noted,None Noted,Dash,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Northbound,Not a Cyclist,Westbound,Straight through,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorist’s left",Dash / Dart-Out,Not a Cyclist,2017
Texas,480230.0,0.0,1.0,Pedestrian,53 Years,Female,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2017
Texas,480231.0,0.0,1.0,Pedestrian,25 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480239.0,0.0,1.0,Pedestrian,82 Years,Male,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480241.0,0.0,1.0,Bicyclist,59 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist,2017
Texas,480243.0,0.0,1.0,Pedestrian,39 Years,Female,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480261.0,0.0,1.0,Pedestrian,29 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2017
Texas,480280.0,0.0,1.0,Pedestrian,44 Years,Male,None Noted,None Noted,None Noted,Vehicle-Vehicle / Object,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2017
Texas,480288.0,0.0,1.0,Pedestrian,1 Year,Male,None Noted,Yes,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480294.0,0.0,1.0,Bicyclist,52 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Parallel Paths - Other / Unknown,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Parallel Paths - Other Circumstances,2017
Texas,480295.0,0.0,1.0,Pedestrian,44 Years,Female,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480307.0,0.0,1.0,Pedestrian,43 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2017
Texas,480315.0,0.0,1.0,Pedestrian,30 Years,Female,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480320.0,0.0,1.0,Pedestrian,52 Years,Male,None Noted,Yes,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480321.0,0.0,1.0,Bicyclist,25 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist,2017
Texas,480322.0,0.0,1.0,Pedestrian,21 Years,Female,None Noted,None Noted,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2017
Texas,480336.0,0.0,1.0,Pedestrian,29 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480342.0,0.0,1.0,Pedestrian,65 Years,Female,None Noted,Yes,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480359.0,0.0,1.0,Pedestrian,26 Years,Male,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480360.0,0.0,1.0,Bicyclist,66 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist,2017
Texas,480361.0,0.0,1.0,Pedestrian,61 Years,Female,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480367.0,0.0,1.0,Pedestrian,28 Years,Male,None Noted,None Noted,None Noted,Vehicle-Vehicle / Object,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2017
Texas,480368.0,0.0,1.0,Pedestrian,2 Years,Female,None Noted,None Noted,None Noted,Backing Vehicle - Driveway Access,Not a Cyclist,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Backing Vehicle,Not a Cyclist,2017
Texas,480373.0,0.0,1.0,Pedestrian,27 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480378.0,0.0,1.0,Pedestrian,83 Years,Female,None Noted,Yes,None Noted,Backing Vehicle - Driveway Access,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Backing Vehicle,Not a Cyclist,2017
Texas,480381.0,0.0,1.0,Bicyclist,65 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Bicyclist Right Turn - Same Direction,Not a Pedestrian,Intersection-Related,Not a Pedestrian,Travel Lane,Not a Pedestrian,Facing Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Right Turn / Merge,2017
Texas,480386.0,0.0,1.0,Pedestrian,64 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480387.0,0.0,1.0,Pedestrian,40 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2017
Texas,480392.0,0.0,1.0,Pedestrian,26 Years,Male,None Noted,None Noted,None Noted,Backing Vehicle - Trafficway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Backing Vehicle,Not a Cyclist,2017
Texas,480393.0,0.0,1.0,Pedestrian,Not Reported,Female,None Noted,None Noted,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2017
Texas,480402.0,0.0,1.0,Pedestrian,13 Years,Male,None Noted,Yes,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Northbound,Not a Cyclist,Southbound,Left Turn,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, approach direction opposite motorist’s",Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480413.0,0.0,1.0,Pedestrian,Unknown,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,Northbound,Straight through,Unknown/None of the Above,Unknown/Insufficient Information,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2017
Texas,480426.0,0.0,1.0,Pedestrian,42 Years,Male,None Noted,None Noted,Unknown,Driverless Vehicle,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2017
Texas,480427.0,0.0,1.0,Pedestrian,61 Years,Male,Yes,Yes,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Westbound,Not a Cyclist,Southbound,Straight through,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorist’s left",Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480429.0,0.0,1.0,Pedestrian,35 Years,Male,Yes,Yes,None Noted,Motorist Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480436.0,0.0,1.0,Pedestrian,85 Years,Female,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480451.0,0.0,1.0,Pedestrian,Unknown,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,Eastbound,Straight through,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown",Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480455.0,0.0,1.0,Pedestrian,25 Years,Male,None Noted,None Noted,None Noted,Dash,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Dash / Dart-Out,Not a Cyclist,2017
Texas,480458.0,0.0,1.0,Pedestrian,14 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2017
Texas,480463.0,0.0,1.0,Pedestrian,33 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,Westbound,Straight through,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, other",Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480467.0,0.0,1.0,Pedestrian,53 Years,Male,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2017
Texas,480468.0,0.0,1.0,Pedestrian,35 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2017
Texas,480474.0,0.0,1.0,Pedestrian,65 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480484.0,0.0,1.0,Pedestrian,27 Years,Male,None Noted,None Noted,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2017
Texas,480486.0,0.0,1.0,Pedestrian,38 Years,Female,None Noted,None Noted,None Noted,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2017
Texas,480490.0,0.0,1.0,Pedestrian,61 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2017
Texas,480502.0,0.0,1.0,Pedestrian,67 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2017
Texas,480511.0,0.0,1.0,Pedestrian,63 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2017
Texas,480525.0,0.0,1.0,Pedestrian,25 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2017
Texas,480533.0,0.0,1.0,Pedestrian,50 Years,Male,None Noted,Yes,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2017
